Cycle;FreqIndex;Omega;Iterations;Error;Time;FromFunction
0;1;10.78004;28;9.313753980677575e-5;2.099010873;SensMatVec
0;1;10.78004;25;9.86464656307362e-5;1.830622915;SensTMatVec
0;1;10.78004;28;9.065724589163437e-5;2.554323817;SensMatVec
0;1;10.78004;25;8.434787014266476e-5;2.06770323;SensTMatVec
0;1;10.78004;28;8.878762309905142e-5;2.247382805;SensMatVec
0;1;10.78004;25;9.999243047786877e-5;1.924316612;SensTMatVec
0;1;10.78004;29;6.745944119757041e-5;2.234904194;SensMatVec
0;1;10.78004;25;9.1660869657062e-5;1.873865187;SensTMatVec
0;1;10.78004;28;9.968600352294743e-5;2.032507765;SensMatVec
0;1;10.78004;26;7.64486103435047e-5;1.864646973;SensTMatVec
0;1;10.78004;27;9.951747779268771e-5;2.100412042;SensMatVec
0;1;10.78004;25;7.766756607452407e-5;1.973474259;SensTMatVec
0;1;10.78004;36;7.771578793835943e-7;2.674499333;getData
0;1;10.78004;25;8.257588342530653e-5;1.928973577;SensTMatVec
0;1;10.78004;29;7.791913230903447e-5;2.09407873;SensMatVec
0;1;10.78004;25;9.88857209449634e-5;1.973364744;SensTMatVec
0;1;10.78004;28;8.81233427207917e-5;2.090714769;SensMatVec
0;1;10.78004;25;8.257242006948218e-5;2.021392332;SensTMatVec
0;1;10.78004;28;9.356376540381461e-5;2.143205771;SensMatVec
0;1;10.78004;25;7.771403033984825e-5;1.984154075;SensTMatVec
0;1;10.78004;28;8.57455816003494e-5;2.127784912;SensMatVec
0;1;10.78004;25;8.109797636279836e-5;2.040777258;SensTMatVec
0;1;10.78004;28;8.626720227766782e-5;2.079459265;SensMatVec
0;1;10.78004;25;8.452424663119018e-5;1.863354217;SensTMatVec
0;1;10.78004;29;8.456445357296616e-5;2.185181927;SensMatVec
0;1;10.78004;26;7.480054046027362e-5;1.957152741;SensTMatVec
0;1;10.78004;28;8.451966277789325e-5;2.119564751;SensMatVec
0;1;10.78004;25;7.165006536524743e-5;1.914253503;SensTMatVec
0;1;10.78004;36;9.876744115899783e-7;2.671668803;getData
0;1;10.78004;26;6.804514123359695e-5;1.910808891;SensTMatVec
0;1;10.78004;29;9.011250222101808e-5;2.067943762;SensMatVec
0;1;10.78004;26;8.859502850100398e-5;1.912093802;SensTMatVec
0;1;10.78004;29;7.51433108234778e-5;2.172220142;SensMatVec
0;1;10.78004;26;8.170093497028574e-5;1.937880266;SensTMatVec
0;1;10.78004;29;7.292212103493512e-5;2.166741373;SensMatVec
0;1;10.78004;25;9.600436897017062e-5;1.794274305;SensTMatVec
0;1;10.78004;29;6.821293936809525e-5;2.169201398;SensMatVec
0;1;10.78004;26;7.3023940785788e-5;1.870789186;SensTMatVec
0;1;10.78004;29;8.012390753719956e-5;2.188254852;SensMatVec
0;1;10.78004;26;7.571871537948027e-5;2.026524671;SensTMatVec
0;1;10.78004;29;7.826253568055108e-5;2.199115236;SensMatVec
0;1;10.78004;26;8.804999379208311e-5;1.870746466;SensTMatVec
0;1;10.78004;28;8.318822074215859e-5;2.011318003;SensMatVec
0;1;10.78004;25;9.025970211951062e-5;1.834357191;SensTMatVec
0;1;10.78004;36;9.927182418323355e-7;2.623606088;getData
0;1;10.78004;25;9.817242244025692e-5;1.887752188;SensTMatVec
0;1;10.78004;29;9.614192094886675e-5;2.137124563;SensMatVec
0;1;10.78004;26;8.157513366313651e-5;1.943535415;SensTMatVec
0;1;10.78004;29;7.239820843096823e-5;2.067897655;SensMatVec
0;1;10.78004;25;9.950238018063828e-5;1.809780295;SensTMatVec
0;1;10.78004;29;8.249535312643275e-5;2.06080524;SensMatVec
0;1;10.78004;25;8.829521539155394e-5;1.817214461;SensTMatVec
0;1;10.78004;28;9.911731467582285e-5;1.995258276;SensMatVec
0;1;10.78004;25;8.902988338377327e-5;1.934696624;SensTMatVec
0;1;10.78004;28;9.954851702786982e-5;2.019098389;SensMatVec
0;1;10.78004;25;9.737709478940815e-5;1.975885814;SensTMatVec
0;1;10.78004;30;7.010203262325376e-5;2.162887473;SensMatVec
0;1;10.78004;26;8.946623711381108e-5;1.902895867;SensTMatVec
0;1;10.78004;29;6.932433461770415e-5;2.108923759;SensMatVec
0;1;10.78004;25;8.575249376008287e-5;1.964237522;SensTMatVec
0;1;10.78004;37;7.96051324414293e-7;2.753030254;getData
0;2;10.78004;37;8.072217383414682e-7;2.841792058;getData
0;2;10.78004;26;7.573894981760532e-5;2.025501651;SensTMatVec
0;2;12.127544;38;9.273779255636327e-7;3.071463736;getData
0;2;12.127544;27;7.474455196643248e-5;2.029569493;SensTMatVec
0;2;10.78004;30;8.694243297213688e-5;2.182644337;SensMatVec
0;2;10.78004;26;9.031049557961524e-5;1.967046511;SensTMatVec
